Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
53,No,Travel_Frequently,1351,Sales,13,4,Marketing,1,142,1,Male,45,4,2,Sales Representative,3,Single,16202,12516,3,Y,No,24,3,1,80,2,0,6,3,2,3,15,4
27,No,Travel_Rarely,937,Research & Development,24,4,Medical,1,143,1,Male,80,1,5,Laboratory Technician,2,Divorced,13105,7363,3,Y,Yes,17,3,2,80,3,0,4,1,21,17,6,14
50,Yes,Non-Travel,590,Research & Development,20,4,Technical Degree,1,144,2,Female,90,3,4,Manufacturing Director,1,Single,5223,11858,7,Y,No,16,4,4,80,2,35,2,4,21,2,7,4
22,No,Travel_Frequently,579,Sales,15,5,Technical Degree,1,145,3,Male,60,3,1,Sales Representative,4,Married,12032,13314,1,Y,No,12,3,4,80,2,10,2,4,9,15,1,10
52,No,Travel_Frequently,1086,Sales,24,5,Other,1,146,4,Female,61,2,4,Sales Executive,2,Divorced,12959,18982,3,Y,No,21,3,1,80,1,17,0,4,2,13,5,13
51,Yes,Travel_Rarely,1459,Research & Development,21,5,Medical,1,147,1,Male,74,2,4,Research Scientist,1,Divorced,11713,16842,1,Y,Yes,15,3,1,80,2,15,2,3,11,8,14,2
50,No,Travel_Rarely,893,Research & Development,4,5,Other,1,148,2,Male,56,3,3,Research Scientist,4,Single,11352,20423,0,Y,No,13,3,3,80,2,16,5,2,28,5,5,9
38,No,Travel_Rarely,613,Sales,22,1,Other,1,149,4,Female,51,3,3,Sales Representative,4,Single,12876,20339,9,Y,No,19,3,4,80,1,23,0,2,16,3,9,5
34,No,Travel_Rarely,1114,Sales,2,1,Other,1,150,4,Male,44,3,1,Sales Representative,3,Single,3754,22200,2,Y,No,18,3,2,80,3,33,0,2,6,1,11,2
39,No,Travel_Rarely,483,Research & Development,28,4,Medical,1,151,4,Male,37,4,4,Healthcare Representative,1,Single,4875,22161,7,Y,No,20,3,1,80,3,3,2,2,12,9,4,1
54,Yes,Travel_Rarely,1473,Sales,18,2,Other,1,152,1,Male,97,1,3,Sales Executive,2,Divorced,12965,18881,5,Y,Yes,21,3,4,80,1,34,1,2,1,10,9,12
32,Yes,Travel_Frequently,1278,Sales,2,5,Technical Degree,1,153,4,Female,37,2,5,Sales Representative,2,Married,6827,22809,6,Y,No,12,3,1,80,0,14,3,3,3,6,9,17
52,No,Travel_Rarely,553,Research & Development,25,2,Other,1,154,3,Male,45,1,5,Manufacturing Director,2,Married,19615,11905,1,Y,No,25,3,3,80,1,1,5,3,9,4,6,1
45,No,Travel_Rarely,1415,Human Resources,15,1,Medical,1,155,2,Male,77,2,5,Human Resources,1,Married,17102,5000,5,Y,No,11,4,4,80,0,30,1,2,38,3,2,14
24,No,Non-Travel,1244,Sales,26,5,Medical,1,156,4,Female,63,2,5,Sales Representative,2,Single,16502,13902,7,Y,No,25,3,4,80,2,8,2,3,23,5,15,4
49,Yes,Travel_Rarely,315,Research & Development,19,1,Marketing,1,157,4,Male,86,2,4,Laboratory Technician,2,Married,18917,23206,7,Y,No,14,3,3,80,3,9,2,3,16,1,3,14
28,No,Travel_Rarely,666,Research & Development,15,1,Other,1,158,3,Male,34,3,5,Healthcare Representative,2,Single,9233,26187,3,Y,Yes,14,3,2,80,0,24,1,2,5,1,9,16
27,Yes,Travel_Rarely,833,Sales,26,3,Medical,1,159,4,Male,73,2,4,Sales Executive,3,Single,5034,3663,5,Y,No,22,3,1,80,0,4,2,4,18,15,12,1
26,No,Non-Travel,540,Research & Development,20,1,Human Resources,1,160,1,Female,100,1,1,Healthcare Representative,3,Married,19959,14002,4,Y,No,20,3,3,80,2,13,5,3,4,12,8,17
31,No,Travel_Frequently,856,Research & Development,10,4,Other,1,161,1,Male,66,2,1,Laboratory Technician,1,Married,7164,2233,8,Y,No,21,3,4,80,3,37,6,4,31,6,3,14
30,Yes,Travel_Rarely,730,Research & Development,28,1,Life Sciences,1,162,1,Female,57,1,5,Research Scientist,1,Married,14848,6777,7,Y,No,12,3,3,80,2,39,0,3,9,4,2,2
42,No,Non-Travel,1004,Research & Development,24,5,Technical Degree,1,163,4,Female,97,2,5,Laboratory Technician,2,Divorced,1728,8824,1,Y,No,17,3,4,80,3,1,4,3,8,16,13,4
19,No,Travel_Rarely,1167,Research & Development,20,4,Technical Degree,1,164,2,Male,67,2,5,Manufacturing Director,3,Single,15899,13250,6,Y,No,23,3,3,80,3,17,2,2,26,12,1,10
52,No,Travel_Rarely,496,Sales,11,1,Human Resources,1,165,2,Female,75,3,1,Sales Representative,4,Divorced,18365,7156,6,Y,Yes,25,3,2,80,2,28,2,3,12,14,4,8
24,No,Travel_Rarely,348,Research & Development,26,4,Other,1,166,4,Male,55,1,3,Manager,4,Married,19600,23143,0,Y,No,13,3,4,80,0,19,1,1,18,2,3,4
38,Yes,Travel_Rarely,1006,Research & Development,10,1,Technical Degree,1,167,2,Male,82,2,1,Research Director,2,Divorced,5435,4266,0,Y,No,17,3,3,80,1,7,0,1,20,3,12,0
35,Yes,Travel_Rarely,1416,Sales,29,4,Technical Degree,1,168,2,Female,92,2,5,Sales Executive,2,Divorced,13521,24557,3,Y,No,17,3,2,80,3,36,1,2,23,14,12,13
20,No,Travel_Rarely,349,Sales,23,2,Life Sciences,1,169,4,Male,92,1,3,Sales Representative,3,Married,16073,5514,4,Y,No,11,4,2,80,3,25,6,4,37,17,7,4
59,No,Travel_Rarely,700,Research & Development,5,3,Technical Degree,1,170,1,Male,67,2,3,Manager,3,Married,14776,8371,3,Y,No,16,3,1,80,1,36,5,4,3,2,6,7
56,No,Travel_Rarely,966,Research & Development,9,4,Technical Degree,1,171,4,Male,44,4,2,Research Scientist,3,Single,12317,3343,6,Y,Yes,14,3,4,80,1,3,1,4,23,6,5,13
58,No,Travel_Rarely,185,Sales,20,5,Medical,1,172,1,Male,38,3,4,Manager,1,Single,12486,24542,2,Y,No,21,4,1,80,2,32,2,1,34,7,10,15
28,Yes,Travel_Frequently,874,Research & Development,19,3,Technical Degree,1,173,1,Male,51,1,5,Healthcare Representative,1,Divorced,13912,18165,6,Y,No,18,3,2,80,3,21,0,4,2,10,15,5
56,Yes,Travel_Rarely,1346,Sales,13,3,Other,1,174,2,Female,99,3,4,Sales Representative,2,Married,9689,4791,7,Y,No,18,3,1,80,2,5,5,4,3,8,11,7
41,No,Travel_Rarely,152,Research & Development,18,1,Technical Degree,1,175,2,Female,85,4,2,Research Scientist,1,Single,3213,4847,5,Y,No,13,3,1,80,1,32,2,2,36,11,1,1
36,No,Travel_Rarely,651,Sales,17,4,Other,1,176,1,Male,66,4,4,Sales Representative,3,Single,2111,16997,5,Y,No,14,3,3,80,2,27,5,4,39,4,2,8
21,No,Non-Travel,872,Research & Development,27,3,Technical Degree,1,177,1,Male,86,4,5,Research Scientist,3,Divorced,6252,14720,7,Y,Yes,25,3,1,80,3,23,2,1,34,0,9,4
43,No,Travel_Rarely,1082,Research & Development,6,5,Other,1,178,2,Male,89,1,2,Laboratory Technician,1,Divorced,7623,23412,7,Y,No,11,4,2,80,0,3,2,1,30,13,8,4
55,No,Travel_Rarely,1312,Human Resources,10,5,Technical Degree,1,179,3,Male,41,4,4,Manager,4,Divorced,17308,24943,6,Y,No,20,3,1,80,0,1,2,1,24,2,12,3
59,No,Travel_Rarely,1348,Sales,2,5,Human Resources,1,180,1,Male,36,1,1,Manager,2,Married,9716,5978,5,Y,Yes,12,3,4,80,3,12,4,2,39,14,8,15
49,No,Travel_Rarely,566,Research & Development,24,1,Other,1,181,1,Male,95,1,3,Manager,4,Single,14922,9348,5,Y,Yes,17,3,3,80,2,10,3,2,12,9,14,15
56,Yes,Travel_Rarely,520,Sales,6,2,Technical Degree,1,182,1,Male,70,2,2,Sales Representative,2,Single,1639,2188,9,Y,No,25,3,2,80,1,34,0,3,3,9,4,15
53,No,Travel_Rarely,188,Human Resources,28,4,Life Sciences,1,183,2,Male,53,1,1,Manager,4,Single,12917,6385,5,Y,Yes,24,3,1,80,1,38,6,4,13,2,13,6
57,No,Travel_Frequently,360,Research & Development,28,3,Medical,1,184,4,Female,54,4,5,Healthcare Representative,1,Divorced,11856,17085,7,Y,No,21,3,4,80,0,9,4,2,12,5,2,17
54,Yes,Travel_Rarely,1306,Sales,21,4,Medical,1,185,1,Male,91,1,3,Sales Executive,2,Married,10180,14903,0,Y,Yes,22,3,2,80,2,9,3,1,26,4,1,0
50,No,Travel_Frequently,412,Research & Development,13,3,Medical,1,186,1,Female,73,1,2,Research Director,2,Divorced,13730,15134,4,Y,No,25,3,1,80,1,7,5,1,5,18,7,2
53,No,Travel_Rarely,274,Research & Development,18,1,Medical,1,187,1,Female,31,3,3,Manager,2,Divorced,17670,7874,2,Y,No,17,3,3,80,1,4,3,2,16,13,14,7
20,No,Travel_Rarely,1447,Research & Development,7,4,Life Sciences,1,188,4,Female,71,4,2,Healthcare Representative,3,Married,17625,23561,7,Y,No,23,3,1,80,3,22,3,2,35,16,5,0
26,No,Travel_Rarely,1465,Research & Development,2,1,Human Resources,1,189,4,Female,62,1,2,Manufacturing Director,3,Married,10753,17435,5,Y,No,19,3,2,80,2,33,4,2,39,11,9,6
25,No,Travel_Rarely,1370,Sales,29,1,Human Resources,1,190,1,Female,46,2,4,Sales Representative,4,Divorced,6699,10298,1,Y,No,20,3,2,80,2,31,0,3,34,8,10,6
50,Yes,Travel_Rarely,1041,Sales,14,4,Life Sciences,1,191,1,Male,92,1,3,Sales Executive,1,Married,14410,4395,6,Y,No,19,4,2,80,1,15,1,1,16,2,11,7
23,No,Travel_Frequently,606,Research & Development,5,4,Technical Degree,1,192,3,Male,51,1,3,Healthcare Representative,3,Divorced,8668,22561,6,Y,No,19,3,4,80,2,3,3,3,40,17,6,16
58,Yes,Travel_Frequently,430,Research & Development,18,3,Life Sciences,1,193,4,Female,30,3,1,Research Director,2,Single,11610,24597,4,Y,No,16,3,1,80,2,27,1,3,1,3,0,10
56,Yes,Travel_Frequently,297,Research & Development,11,5,Medical,1,194,3,Female,99,4,5,Laboratory Technician,3,Married,12713,8318,7,Y,No,18,3,1,80,2,13,1,4,12,13,0,14
21,Yes,Travel_Rarely,163,Research & Development,10,1,Human Resources,1,195,1,Male,83,4,1,Healthcare Representative,1,Single,1034,2466,4,Y,Yes,19,3,1,80,3,11,2,1,1,5,15,8
30,No,Travel_Rarely,1150,Research & Development,11,2,Marketing,1,196,1,Female,43,2,4,Healthcare Representative,3,Married,16393,6583,0,Y,Yes,22,3,3,80,1,20,1,1,27,14,9,16
19,No,Travel_Frequently,663,Research & Development,27,3,Technical Degree,1,197,1,Male,82,2,2,Research Director,2,Divorced,14714,16295,8,Y,No,24,3,4,80,0,15,5,2,25,16,1,10
22,No,Travel_Rarely,998,Research & Development,2,3,Other,1,198,1,Male,35,2,4,Research Director,4,Divorced,9661,7945,3,Y,No,17,3,4,80,2,1,5,2,21,4,9,5
44,Yes,Travel_Frequently,1420,Research & Development,15,5,Human Resources,1,199,2,Male,93,1,4,Manufacturing Director,2,Divorced,14388,8122,1,Y,Yes,14,4,3,80,1,22,2,4,2,5,14,8
49,No,Travel_Frequently,1177,Research & Development,7,5,Medical,1,200,2,Female,62,1,1,Manager,1,Divorced,8015,19294,3,Y,Yes,24,4,4,80,0,28,0,3,34,4,2,17
38,No,Travel_Frequently,945,Research & Development,9,1,Human Resources,1,201,2,Female,73,2,2,Research Director,4,Divorced,19387,22090,8,Y,Yes,14,3,3,80,3,8,6,2,11,18,11,1
25,No,Travel_Rarely,141,Sales,5,3,Medical,1,202,3,Female,63,4,5,Sales Executive,3,Divorced,9691,13225,1,Y,No,16,3,2,80,1,6,0,2,23,13,0,3
55,No,Non-Travel,829,Sales,7,3,Medical,1,203,4,Female,63,4,4,Sales Executive,3,Married,2081,26225,3,Y,No,24,4,2,80,3,28,5,1,4,3,13,17
25,Yes,Travel_Rarely,558,Research & Development,20,2,Human Resources,1,204,1,Male,53,2,5,Manager,3,Married,1224,24828,1,Y,Yes,21,3,4,80,1,16,6,1,19,4,4,0
20,No,Travel_Rarely,979,Research & Development,2,1,Human Resources,1,205,4,Female,31,3,2,Laboratory Technician,4,Single,10924,25917,4,Y,No,14,3,2,80,3,8,2,2,38,10,14,10
20,No,Travel_Rarely,889,Sales,3,1,Human Resources,1,206,2,Male,37,4,2,Sales Executive,2,Married,10793,3426,2,Y,No,21,3,2,80,1,5,0,1,38,1,14,2
39,No,Travel_Rarely,103,Sales,2,5,Life Sciences,1,207,1,Female,54,4,1,Manager,4,Married,19999,16832,9,Y,No,17,3,2,80,3,19,6,4,12,1,2,7
23,Yes,Travel_Rarely,1231,Research & Development,21,1,Human Resources,1,208,1,Male,61,2,3,Manager,4,Single,15833,13532,1,Y,Yes,18,3,1,80,0,9,6,2,40,11,0,4
19,No,Travel_Frequently,317,Sales,22,2,Other,1,209,3,Male,85,4,1,Manager,1,Single,4322,24839,8,Y,No,18,4,2,80,1,8,3,1,11,15,7,4
40,No,Travel_Rarely,878,Sales,23,1,Technical Degree,1,210,4,Female,36,1,5,Sales Executive,4,Divorced,12042,18125,4,Y,No,24,4,1,80,0,11,0,4,12,16,11,10
19,No,Travel_Rarely,780,Research & Development,19,4,Medical,1,211,3,Female,77,1,1,Manager,3,Single,10977,16755,9,Y,No,18,3,3,80,2,32,2,1,9,3,10,11
55,Yes,Travel_Rarely,515,Research & Development,4,4,Human Resources,1,212,2,Male,83,4,2,Manager,2,Single,17250,2849,4,Y,Yes,12,3,3,80,0,31,6,1,32,13,5,8
34,No,Travel_Rarely,311,Research & Development,24,2,Other,1,213,4,Female,92,1,4,Manufacturing Director,2,Married,6948,5619,0,Y,No,24,3,3,80,1,33,5,1,39,6,8,12
52,No,Travel_Rarely,1183,Sales,20,5,Marketing,1,214,2,Male,31,3,3,Sales Representative,2,Divorced,15705,3890,5,Y,No,20,3,3,80,0,18,3,2,15,14,2,2
51,No,Non-Travel,144,Research & Development,7,3,Human Resources,1,215,3,Male,64,4,2,Healthcare Representative,3,Single,15803,15848,6,Y,No,12,3,3,80,1,32,1,3,34,15,8,12
40,Yes,Travel_Rarely,239,Sales,28,1,Life Sciences,1,216,3,Female,51,2,4,Manager,3,Divorced,3304,14255,0,Y,Yes,12,3,2,80,3,15,1,1,2,7,8,10
47,No,Travel_Rarely,739,Research & Development,22,5,Medical,1,217,1,Male,93,1,5,Manufacturing Director,3,Divorced,2705,21537,8,Y,No,12,3,2,80,2,22,1,4,4,1,15,10
25,No,Travel_Frequently,570,Research & Development,7,5,Other,1,218,4,Female,88,3,5,Research Scientist,3,Single,12194,4271,7,Y,Yes,14,3,2,80,0,25,5,2,25,18,14,6
39,No,Travel_Rarely,827,Research & Development,17,1,Human Resources,1,219,4,Male,78,3,5,Manufacturing Director,3,Single,19339,4144,7,Y,No,15,4,3,80,2,40,6,2,10,0,11,16
53,No,Travel_Rarely,1323,Research & Development,19,3,Other,1,220,1,Male,81,1,1,Manufacturing Director,4,Single,13010,20467,6,Y,No,14,4,3,80,0,36,2,4,6,3,14,15
22,No,Travel_Rarely,303,Research & Development,22,1,Medical,1,221,4,Male,50,3,5,Laboratory Technician,3,Single,15359,25996,4,Y,No,25,3,1,80,1,8,1,1,9,10,12,13
30,No,Non-Travel,293,Research & Development,16,3,Other,1,222,2,Male,41,4,5,Healthcare Representative,3,Divorced,4653,17586,2,Y,No,15,3,4,80,0,29,0,3,33,9,11,0
46,Yes,Travel_Rarely,208,Sales,3,2,Other,1,223,2,Male,40,3,1,Sales Executive,3,Married,7429,7903,8,Y,No,14,3,2,80,2,12,1,1,2,17,0,10
48,No,Travel_Rarely,428,Research & Development,15,3,Human Resources,1,224,3,Female,83,1,4,Research Scientist,3,Divorced,12846,24091,6,Y,No,17,3,4,80,0,15,6,4,7,0,2,12
33,No,Non-Travel,851,Sales,14,5,Human Resources,1,225,2,Female,99,3,2,Manager,2,Divorced,7362,26935,9,Y,No,20,4,3,80,2,1,4,2,30,16,5,0
59,Yes,Travel_Frequently,745,Sales,15,2,Technical Degree,1,226,4,Female,43,1,3,Sales Representative,3,Divorced,11550,12357,9,Y,No,11,3,3,80,2,30,5,3,10,15,7,1
47,No,Travel_Rarely,458,Human Resources,14,4,Life Sciences,1,227,1,Female,62,1,5,Manager,4,Single,2941,8070,7,Y,No,24,3,3,80,1,18,4,2,6,11,3,8
33,No,Non-Travel,696,Research & Development,7,2,Technical Degree,1,228,3,Male,55,3,5,Manager,4,Single,12495,16432,5,Y,No,23,3,4,80,3,10,1,4,1,15,4,12
29,Yes,Travel_Rarely,602,Research & Development,25,3,Life Sciences,1,229,1,Male,43,1,5,Research Director,4,Married,2766,14269,4,Y,No,11,3,1,80,3,13,6,1,5,8,8,4
34,No,Travel_Frequently,1409,Research & Development,3,2,Life Sciences,1,230,3,Male,77,1,1,Research Director,1,Married,6094,3787,7,Y,No,12,3,3,80,0,24,1,3,40,16,5,8
33,No,Travel_Rarely,569,Research & Development,17,2,Technical Degree,1,231,3,Male,94,2,1,Healthcare Representative,2,Married,6646,20529,2,Y,No,23,3,1,80,2,6,4,2,31,2,11,12
29,No,Travel_Rarely,609,Research & Development,10,4,Medical,1,232,1,Female,75,4,1,Manager,3,Divorced,2125,15189,6,Y,No,11,3,1,80,1,14,6,2,19,17,6,4
25,Yes,Travel_Rarely,207,Research & Development,15,3,Other,1,233,2,Male,84,1,3,Manufacturing Director,1,Married,11768,16932,1,Y,No,22,3,2,80,3,29,5,2,33,14,6,14
37,Yes,Travel_Rarely,1419,Research & Development,29,5,Marketing,1,234,2,Male,97,4,2,Laboratory Technician,3,Divorced,12700,5014,2,Y,No,25,3,4,80,1,30,5,1,15,14,3,6
20,No,Travel_Rarely,1191,Sales,6,2,Technical Degree,1,235,2,Male,41,2,5,Sales Executive,1,Single,1501,23323,1,Y,No,20,3,3,80,1,23,1,3,24,15,3,13
33,No,Travel_Rarely,296,Research & Development,28,1,Technical Degree,1,236,2,Male,83,2,4,Healthcare Representative,1,Divorced,9820,6261,4,Y,No,22,4,1,80,2,24,5,1,11,0,3,15
47,Yes,Travel_Rarely,1313,Sales,17,5,Medical,1,237,1,Male,93,2,5,Manager,4,Single,7483,24709,6,Y,Yes,22,3,4,80,0,7,3,1,6,0,13,5
40,No,Travel_Rarely,148,Sales,17,2,Other,1,238,4,Female,76,2,5,Sales Representative,4,Single,15394,23101,9,Y,Yes,20,3,4,80,2,29,6,1,38,3,14,1
45,Yes,Travel_Frequently,1487,Research & Development,14,5,Human Resources,1,239,3,Male,66,4,5,Research Director,1,Married,10747,11171,9,Y,No,23,3,3,80,3,35,6,4,16,12,10,15
57,No,Travel_Rarely,1110,Sales,24,1,Technical Degree,1,240,1,Female,70,3,5,Sales Representative,4,Single,14988,25224,0,Y,No,24,3,2,80,3,13,5,4,10,3,4,4
22,Yes,Travel_Rarely,638,Human Resources,25,5,Marketing,1,241,2,Male,56,3,2,Human Resources,1,Married,12764,8233,9,Y,No,21,3,2,80,1,28,6,4,5,7,4,3
37,No,Travel_Frequently,948,Human Resources,18,5,Other,1,242,2,Female,71,4,4,Manager,2,Married,10806,3552,8,Y,No,13,3,1,80,2,26,4,3,22,12,7,13
57,Yes,Travel_Rarely,810,Research & Development,25,1,Technical Degree,1,243,1,Female,97,1,1,Research Director,4,Married,15616,22273,0,Y,Yes,16,3,2,80,2,35,2,1,26,7,8,5
18,No,Non-Travel,1371,Research & Development,5,1,Human Resources,1,244,3,Female,58,4,4,Manufacturing Director,4,Divorced,13876,13441,0,Y,No,20,3,2,80,1,33,4,1,5,13,1,7
47,Yes,Travel_Frequently,909,Sales,29,1,Technical Degree,1,245,1,Male,65,1,5,Sales Executive,4,Married,8875,5504,9,Y,Yes,21,3,2,80,0,20,0,4,37,0,10,2
38,Yes,Travel_Rarely,713,Human Resources,8,4,Human Resources,1,246,1,Male,86,1,4,Human Resources,2,Married,16458,22502,7,Y,No,16,3,4,80,1,37,3,1,1,8,6,3
37,No,Non-Travel,1303,Research & Development,7,1,Life Sciences,1,247,4,Female,41,3,5,Healthcare Representative,1,Single,11694,24747,5,Y,No,11,4,3,80,1,10,2,1,21,0,0,0
23,No,Travel_Rarely,216,Human Resources,23,5,Life Sciences,1,248,1,Male,74,2,4,Manager,3,Divorced,6460,2656,5,Y,Yes,16,3,4,80,3,32,1,2,19,6,15,1
39,Yes,Travel_Rarely,781,Human Resources,4,1,Technical Degree,1,249,4,Male,49,3,3,Human Resources,4,Married,9557,17471,8,Y,No,15,3,4,80,2,14,6,1,24,12,0,12
35,No,Travel_Rarely,732,Research & Development,18,2,Medical,1,250,3,Male,74,3,4,Research Scientist,1,Married,8195,24570,3,Y,No,17,4,3,80,3,11,0,2,14,14,3,8
25,No,Travel_Rarely,1290,Sales,5,1,Life Sciences,1,251,1,Female,52,4,1,Sales Representative,2,Married,7111,9086,7,Y,No,16,3,4,80,1,23,0,1,28,8,9,11
56,No,Travel_Rarely,320,Research & Development,16,1,Technical Degree,1,252,1,Male,91,4,1,Research Scientist,3,Single,1628,14312,3,Y,Yes,22,3,1,80,2,36,3,3,7,15,6,9
49,Yes,Travel_Frequently,298,Research & Development,14,3,Human Resources,1,253,2,Female,63,1,4,Research Scientist,4,Single,1891,25486,1,Y,No,22,3,1,80,1,10,2,4,36,16,1,9
50,No,Travel_Rarely,502,Research & Development,27,5,Other,1,254,1,Male,50,4,4,Research Scientist,2,Single,4651,9890,7,Y,Yes,17,4,4,80,1,18,0,2,32,8,10,17
33,No,Non-Travel,850,Sales,27,5,Human Resources,1,255,2,Male,80,1,2,Sales Executive,2,Married,2305,7753,6,Y,No,12,3,2,80,0,0,2,4,21,5,1,11
29,Yes,Travel_Frequently,782,Research & Development,19,2,Marketing,1,256,2,Male,38,1,4,Laboratory Technician,3,Married,15131,24562,3,Y,No,22,4,4,80,3,16,2,2,4,11,0,15
55,No,Travel_Frequently,177,Human Resources,14,4,Life Sciences,1,257,2,Male,39,2,1,Manager,1,Married,3904,21449,8,Y,No,11,3,2,80,3,39,5,2,38,15,9,5
51,No,Travel_Rarely,388,Research & Development,9,3,Technical Degree,1,258,3,Male,81,2,3,Research Scientist,4,Married,18322,18822,8,Y,Yes,24,3,4,80,1,15,0,2,17,14,1,9
31,Yes,Travel_Rarely,1424,Research & Development,6,2,Life Sciences,1,259,4,Male,74,3,1,Research Director,4,Married,6375,25089,7,Y,No,17,3,1,80,0,25,2,3,37,6,12,14
53,Yes,Travel_Rarely,962,Sales,17,2,Human Resources,1,260,2,Male,81,2,2,Sales Executive,1,Single,9720,25602,0,Y,No,19,3,2,80,1,14,3,1,36,9,14,8
50,No,Travel_Frequently,843,Research & Development,19,5,Human Resources,1,261,1,Female,59,1,4,Healthcare Representative,1,Married,19802,24762,6,Y,Yes,12,3,1,80,1,7,0,2,29,3,6,1
40,Yes,Non-Travel,395,Human Resources,12,3,Other,1,262,1,Male,93,4,3,Human Resources,1,Divorced,9208,4810,4,Y,No,22,3,4,80,1,29,3,3,30,2,8,17
19,No,Non-Travel,910,Sales,4,5,Medical,1,263,2,Male,31,2,1,Manager,3,Married,11726,11958,6,Y,No,17,3,3,80,0,13,3,2,9,17,5,11
58,No,Travel_Rarely,987,Research & Development,16,4,Technical Degree,1,264,2,Male,78,2,3,Laboratory Technician,3,Single,4432,7754,8,Y,Yes,13,3,2,80,2,32,2,1,14,0,9,2
38,Yes,Travel_Frequently,515,Research & Development,25,5,Other,1,265,1,Male,74,2,5,Laboratory Technician,4,Married,11220,9326,1,Y,Yes,16,3,2,80,0,6,2,2,17,12,1,6
19,No,Travel_Rarely,532,Research & Development,11,1,Marketing,1,266,2,Male,46,2,1,Manager,3,Divorced,13791,13413,3,Y,No,13,3,4,80,1,17,5,3,22,17,11,8
44,No,Travel_Rarely,1355,Research & Development,22,5,Technical Degree,1,267,4,Male,57,1,5,Research Scientist,2,Married,13483,23371,3,Y,Yes,23,3,4,80,2,11,6,1,32,7,14,7
26,No,Travel_Rarely,1221,Research & Development,4,1,Marketing,1,268,4,Female,74,1,3,Manufacturing Director,4,Divorced,4676,19597,1,Y,Yes,20,3,2,80,1,1,5,3,15,10,9,5
18,Yes,Travel_Frequently,272,Research & Development,17,2,Medical,1,269,3,Male,46,3,4,Laboratory Technician,3,Divorced,9286,12198,2,Y,No,23,3,3,80,0,28,0,1,37,9,14,0
28,Yes,Non-Travel,1442,Sales,8,4,Technical Degree,1,270,2,Female,88,4,4,Manager,1,Single,13433,4356,7,Y,No,21,4,4,80,0,20,5,1,34,3,9,13
20,No,Travel_Rarely,645,Research & Development,14,1,Technical Degree,1,271,3,Male,43,3,4,Manager,2,Divorced,19861,19220,8,Y,No,21,3,4,80,2,6,1,4,33,3,12,15
40,No,Travel_Rarely,1090,Research & Development,27,4,Other,1,272,3,Female,39,3,5,Research Scientist,1,Married,19029,23479,5,Y,No,21,3,4,80,0,26,0,4,27,3,8,15
43,No,Non-Travel,173,Research & Development,2,5,Life Sciences,1,273,3,Male,47,2,4,Manufacturing Director,4,Divorced,9164,12738,9,Y,No,15,3,3,80,1,11,3,4,1,11,6,3
21,No,Travel_Rarely,1124,Research & Development,11,5,Technical Degree,1,274,2,Male,64,4,2,Research Director,1,Married,4592,23781,1,Y,Yes,25,3,2,80,2,19,5,1,29,7,10,5
35,No,Travel_Rarely,633,Research & Development,11,2,Medical,1,275,3,Female,77,2,1,Research Scientist,3,Married,16524,17735,1,Y,No,12,3,1,80,3,13,5,2,12,12,0,14
23,No,Travel_Rarely,340,Research & Development,24,5,Technical Degree,1,276,4,Male,87,1,1,Manufacturing Director,3,Married,5018,13054,6,Y,No,18,3,4,80,1,9,6,3,40,7,11,7
52,No,Travel_Rarely,812,Research & Development,22,1,Technical Degree,1,277,3,Male,47,3,3,Healthcare Representative,4,Married,11419,9424,7,Y,No,24,4,3,80,3,40,5,3,15,2,8,0
39,Yes,Non-Travel,678,Research & Development,24,2,Technical Degree,1,278,4,Male,81,4,5,Laboratory Technician,1,Single,19610,17542,7,Y,No,18,3,2,80,2,22,2,3,4,11,1,12
60,No,Travel_Rarely,1214,Research & Development,6,4,Technical Degree,1,279,4,Female,59,1,1,Research Scientist,4,Married,5976,2876,5,Y,No,17,3,2,80,2,29,3,4,27,17,3,17
32,No,Travel_Rarely,814,Research & Development,21,2,Medical,1,280,2,Female,66,3,5,Manager,1,Single,19762,2190,9,Y,Yes,16,3,3,80,1,30,5,1,38,14,8,17
39,Yes,Travel_Rarely,743,Research & Development,21,4,Other,1,281,3,Female,69,4,3,Research Director,2,Divorced,11704,10872,7,Y,Yes,11,3,4,80,0,9,4,4,19,13,15,12
54,No,Travel_Rarely,1279,Research & Development,14,3,Life Sciences,1,282,2,Female,35,3,4,Manager,3,Married,10144,25139,0,Y,No,18,3,1,80,1,18,4,2,23,8,3,13
59,No,Travel_Rarely,691,Research & Development,10,1,Medical,1,283,4,Male,64,4,3,Research Scientist,4,Divorced,6731,15468,8,Y,No,11,3,4,80,0,18,3,1,26,4,15,10
29,No,Non-Travel,291,Sales,26,1,Medical,1,284,1,Male,55,3,2,Sales Representative,2,Single,16523,14922,0,Y,No,18,3,2,80,0,22,5,3,29,14,2,6
